,Company  Name,Details,Symbol,First Trade Date,sector / industry
3556,(SPR)  Spirit AeroSystems Holdings Inc.,Stock Research for SPR,SPR,2006-11-28,"('Industrials', 'Aerospace & Defense')"
93,(AG)  First Majestic Silver Corp.,Stock Research for AG,AG,2006-11-28,"('Basic Materials', 'Silver')"
1702,(GTT)  GTT Communications Inc.,Stock Research for GTT,GTT,2006-11-29,"('Communication Services', 'Telecom Services')"
2941,(PGF)  Invesco Financial Preferred ETF,Stock Research for PGF,PGF,2006-12-01,"('Preferred Stock', None)"
4811,(PGF)  Invesco Financial Preferred ETF,Stock Research for PGF,PGF,2006-12-01,"('Preferred Stock', None)"
144,(ALGT)  Allegiant Travel Company,Stock Research for ALGT,ALGT,2006-12-08,"('Industrials', 'Airlines')"
2498,(MNOV)  MediciNova Inc.,Stock Research for MNOV,MNOV,2006-12-08,"('Healthcare', 'Biotechnology')"
3079,(PTMN)  Portman Ridge Finance Corp.,Stock Research for PTMN,PTMN,2006-12-12,"('N/A', None)"
2013,(IPGP)  IPG Photonics Corp.,Stock Research for IPGP,IPGP,2006-12-13,"('Technology', 'Semiconductor Equipment & Materials')"
117,(AIMC)  Altra Industrial Motion Corp.,Stock Research for AIMC,AIMC,2006-12-15,"('Industrials', 'Specialty Industrial Machinery')"
3688,(TAST)  Carrols Restaurant Group Inc.,Stock Research for TAST,TAST,2006-12-15,"('Consumer Cyclical', 'Restaurants')"
4434,(CSD)  Invesco S&P Spin-Off ETF,Stock Research for CSD,CSD,2006-12-15,"('Mid-Cap Blend', None)"
890,(CSD)  Invesco S&P Spin-Off ETF,Stock Research for CSD,CSD,2006-12-15,"('Mid-Cap Blend', None)"
2479,(MLCO)  Melco Resorts & Entertainment,Stock Research for MLCO,MLCO,2006-12-19,"('Consumer Cyclical', 'Resorts & Casinos')"
3296,(RWX)  SPDR Dow Jones Intl Real Estate Index ETF,Stock Research for RWX,RWX,2006-12-19,"('Global Real Estate', None)"
4878,(RWX)  SPDR Dow Jones Intl Real Estate Index ETF,Stock Research for RWX,RWX,2006-12-19,"('Global Real Estate', None)"
4822,(PKW)  Invesco BuyBack Achievers ETF,Stock Research for PKW,PKW,2006-12-20,"('Large Value', None)"
2978,(PKW)  Invesco BuyBack Achievers ETF,Stock Research for PKW,PKW,2006-12-20,"('Large Value', None)"
1604,(GLDD)  Great Lakes Dredge & Dock Corp.,Stock Research for GLDD,GLDD,2006-12-27,"('Industrials', 'Engineering & Construction')"
993,(DBO)  Invesco DB Oil Fund ETF,Stock Research for DBO,DBO,2007-01-05,"('N/A', None)"
984,(DBA)  Invesco DB Agriculture ETF,Stock Research for DBA,DBA,2007-01-05,"('N/A', None)"
1029,(DGL)  Invesco DB Gold ETF,Stock Research for DGL,DGL,2007-01-05,"('N/A', None)"
988,(DBE)  Invesco DB Energy ETF,Stock Research for DBE,DBE,2007-01-05,"('N/A', None)"
994,(DBP)  Invesco DB Precious Metals Fund ETF,Stock Research for DBP,DBP,2007-01-05,"('N/A', None)"
985,(DBB)  Invesco DB Base Metals Fund ETF,Stock Research for DBB,DBB,2007-01-05,"('N/A', None)"
995,(DBS)  Invesco DB Silver ETF,Stock Research for DBS,DBS,2007-01-05,"('N/A', None)"
4444,(DBE)  Invesco DB Energy ETF,Stock Research for DBE,DBE,2007-01-05,"('N/A', None)"
4448,(DBO)  Invesco DB Oil Fund ETF,Stock Research for DBO,DBO,2007-01-05,"('N/A', None)"
4459,(DGL)  Invesco DB Gold ETF,Stock Research for DGL,DGL,2007-01-05,"('N/A', None)"
4449,(DBP)  Invesco DB Precious Metals Fund ETF,Stock Research for DBP,DBP,2007-01-05,"('N/A', None)"
4450,(DBS)  Invesco DB Silver ETF,Stock Research for DBS,DBS,2007-01-05,"('N/A', None)"
4441,(DBA)  Invesco DB Agriculture ETF,Stock Research for DBA,DBA,2007-01-05,"('N/A', None)"
4442,(DBB)  Invesco DB Base Metals Fund ETF,Stock Research for DBB,DBB,2007-01-05,"('N/A', None)"
1487,(FSM)  Fortuna Silver Mines Inc.,Stock Research for FSM,FSM,2007-01-08,"('Basic Materials', 'Silver')"
2734,(NVGS)  Navigator Holdings Ltd.,Stock Research for NVGS,NVGS,2007-01-09,"('Energy', 'Oil & Gas Midstream')"
1935,(IGIB)  iShares Intermediate Credit Bond ETF,Stock Research for IGIB,IGIB,2007-01-11,"('Corporate Bond', None)"
4661,(IEI)  iShares Barclay 3-7 Year Trsy. Bond Index ETF,Stock Research for IEI,IEI,2007-01-11,"('Intermediate Government', None)"
1711,(GVI)  iShares Barclays US Intrmediat. Gov/Cred Bond ETF,Stock Research for GVI,GVI,2007-01-11,"('Intermediate-Term Bond', None)"
1920,(IEI)  iShares Barclay 3-7 Year Trsy. Bond Index ETF,Stock Research for IEI,IEI,2007-01-11,"('Intermediate Government', None)"
4965,(TLH)  iShares Barclays 10-20 Year Treas. Bond Index ETF,Stock Research for TLH,TLH,2007-01-11,"('Long Government', None)"
4993,(USIG)  iShares US Credit Bond ETF,Stock Research for USIG,USIG,2007-01-11,"('Corporate Bond', None)"
3971,(USIG)  iShares US Credit Bond ETF,Stock Research for USIG,USIG,2007-01-11,"('Corporate Bond', None)"
1941,(IGSB)  iShares 1 to 3 Year Credit Bond ETF,Stock Research for IGSB,IGSB,2007-01-11,"('Short-Term Bond', None)"
4675,(IGSB)  iShares 1 to 3 Year Credit Bond ETF,Stock Research for IGSB,IGSB,2007-01-11,"('Short-Term Bond', None)"
4624,(GVI)  iShares Barclays US Intrmediat. Gov/Cred Bond ETF,Stock Research for GVI,GVI,2007-01-11,"('Intermediate-Term Bond', None)"
3767,(TLH)  iShares Barclays 10-20 Year Treas. Bond Index ETF,Stock Research for TLH,TLH,2007-01-11,"('Long Government', None)"
4670,(IGIB)  iShares Intermediate Credit Bond ETF,Stock Research for IGIB,IGIB,2007-01-11,"('Corporate Bond', None)"
4439,(CWI)  SPDR MSCI ACWI ex-US ETF,Stock Research for CWI,CWI,2007-01-17,"('Foreign Large Blend', None)"
957,(CWI)  SPDR MSCI ACWI ex-US ETF,Stock Research for CWI,CWI,2007-01-17,"('Foreign Large Blend', None)"
2578,(MVO)  MV Oil Trust,Stock Research for MVO,MVO,2007-01-19,"('Energy', 'Oil & Gas E&P')"
675,(CELH)  Celsius Holdings Inc.,Stock Research for CELH,CELH,2007-01-22,"('Consumer Defensive', 'Beverages—Non-Alcoholic')"
339,(AVAV)  AeroVironment Inc.,Stock Research for AVAV,AVAV,2007-01-23,"('Industrials', 'Aerospace & Defense')"
3309,(SAA)  ProShares Ultra Small Cap 600 ETF,Stock Research for SAA,SAA,2007-01-25,"('Trading--Leveraged Equity', None)"
3292,(RWM)  ProShares Short Russell 2000 ETF,Stock Research for RWM,RWM,2007-01-25,"('Trading--Inverse Equity', None)"
5000,(UWM)  ProShares Ultra Russell 2000 ETF,Stock Research for UWM,UWM,2007-01-25,"('Trading--Leveraged Equity', None)"
4881,(SAA)  ProShares Ultra Small Cap 600 ETF,Stock Research for SAA,SAA,2007-01-25,"('Trading--Leveraged Equity', None)"
4875,(RWM)  ProShares Short Russell 2000 ETF,Stock Research for RWM,RWM,2007-01-25,"('Trading--Inverse Equity', None)"
4974,(TWM)  ProShares UltraShort Russell 2000 ETF,Stock Research for TWM,TWM,2007-01-25,"('Trading--Inverse Equity', None)"
3878,(TWM)  ProShares UltraShort Russell 2000 ETF,Stock Research for TWM,TWM,2007-01-25,"('Trading--Inverse Equity', None)"
3993,(UWM)  ProShares Ultra Russell 2000 ETF,Stock Research for UWM,UWM,2007-01-25,"('Trading--Leveraged Equity', None)"
1182,(EIG)  Employers Holdings Inc.,Stock Research for EIG,EIG,2007-01-31,"('Financial Services', 'Insurance—Specialty')"
4948,(SRS)  ProShares UltraShort Real Estate ETF,Stock Research for SRS,SRS,2007-02-01,"('Trading--Inverse Equity', None)"
4475,(DUG)  ProShares UltraShort Oil & Gas ETF,Stock Research for DUG,DUG,2007-02-01,"('Trading--Inverse Equity', None)"
4865,(ROM)  ProShares Ultra DJ US Technology Index ETF,Stock Research for ROM,ROM,2007-02-01,"('Trading--Leveraged Equity', None)"
4990,(USD)  ProShares Ultra DJ US Semiconductor Index ETF,Stock Research for USD,USD,2007-02-01,"('Trading--Leveraged Equity', None)"
1106,(DUG)  ProShares UltraShort Oil & Gas ETF,Stock Research for DUG,DUG,2007-02-01,"('Trading--Inverse Equity', None)"
3456,(SKF)  ProShares UltraShort Financials ETF,Stock Research for SKF,SKF,2007-02-01,"('Trading--Inverse Equity', None)"
3678,(TA)  TravelCenters of America LLC,Stock Research for TA,TA,2007-02-01,"('Consumer Cyclical', 'Specialty Retail')"
5001,(UYG)  ProShares Ultra Financial Index ETF,Stock Research for UYG,UYG,2007-02-01,"('Trading--Leveraged Equity', None)"
4464,(DIG)  ProShares Ultra Oil & Gas ETF,Stock Research for DIG,DIG,2007-02-01,"('Trading--Leveraged Equity', None)"
5002,(UYM)  ProShares Ultra Basic Materials ETF,Stock Research for UYM,UYM,2007-02-01,"('Trading--Leveraged Equity', None)"
4879,(RXL)  ProShares Ultra Health Care ETF,Stock Research for RXL,RXL,2007-02-01,"('Trading--Leveraged Equity', None)"
3593,(SRS)  ProShares UltraShort Real Estate ETF,Stock Research for SRS,SRS,2007-02-01,"('Trading--Inverse Equity', None)"
3256,(ROM)  ProShares Ultra DJ US Technology Index ETF,Stock Research for ROM,ROM,2007-02-01,"('Trading--Leveraged Equity', None)"
3996,(UYM)  ProShares Ultra Basic Materials ETF,Stock Research for UYM,UYM,2007-02-01,"('Trading--Leveraged Equity', None)"
1041,(DIG)  ProShares Ultra Oil & Gas ETF,Stock Research for DIG,DIG,2007-02-01,"('Trading--Leveraged Equity', None)"
3995,(UYG)  ProShares Ultra Financial Index ETF,Stock Research for UYG,UYG,2007-02-01,"('Trading--Leveraged Equity', None)"
3967,(USD)  ProShares Ultra DJ US Semiconductor Index ETF,Stock Research for USD,USD,2007-02-01,"('Trading--Leveraged Equity', None)"
4913,(SKF)  ProShares UltraShort Financials ETF,Stock Research for SKF,SKF,2007-02-01,"('Trading--Inverse Equity', None)"
3297,(RXL)  ProShares Ultra Health Care ETF,Stock Research for RXL,RXL,2007-02-01,"('Trading--Leveraged Equity', None)"
4919,(SMN)  ProShares UltraShort Basic Materials ETF,Stock Research for SMN,SMN,2007-02-02,"('Trading--Inverse Equity', None)"
4987,(URE)  ProShares Ultra Real Estate ETF,Stock Research for URE,URE,2007-02-02,"('Trading--Leveraged Equity', None)"
3957,(URE)  ProShares Ultra Real Estate ETF,Stock Research for URE,URE,2007-02-02,"('Trading--Leveraged Equity', None)"
830,(CORR)  CorEnergy Infrastructure Trust,Stock Research for CORR,CORR,2007-02-02,"('Real Estate', 'REIT—Diversified')"
3489,(SMN)  ProShares UltraShort Basic Materials ETF,Stock Research for SMN,SMN,2007-02-02,"('Trading--Inverse Equity', None)"
3195,(REW)  ProShares UltraShort Technology ETF,Stock Research for REW,REW,2007-02-02,"('Trading--Inverse Equity', None)"
4861,(REW)  ProShares UltraShort Technology ETF,Stock Research for REW,REW,2007-02-02,"('Trading--Inverse Equity', None)"
2416,(MDGL)  Madrigal Pharmaceuticals Inc.,Stock Research for MDGL,MDGL,2007-02-06,"('Healthcare', 'Biotechnology')"
679,(CENTA)  Central Garden & Pet Co.,Stock Research for CENTA,CENTA,2007-02-06,"('Consumer Defensive', 'Packaged Foods')"
674,(CEL)  Cellcom Israel Ltd.,Stock Research for CEL,CEL,2007-02-07,"('Communication Services', 'Telecom Services')"
2610,(NCMI)  National CineMedia Inc.,Stock Research for NCMI,NCMI,2007-02-08,"('Communication Services', 'Advertising Agencies')"
252,(ARAY)  Accuray Inc.,Stock Research for ARAY,ARAY,2007-02-08,"('Healthcare', 'Medical Devices')"
3047,(PRTS)  U.S. Auto Parts Network Inc.,Stock Research for PRTS,PRTS,2007-02-09,"('Consumer Cyclical', 'Internet Retail')"
612,(CAPR)  Capricor Therapeutics Inc.,Stock Research for CAPR,CAPR,2007-02-13,"('Healthcare', 'Biotechnology')"
4599,(FXY)  Invesco CurrencyShares Japanese Yen ETF,Stock Research for FXY,FXY,2007-02-13,"('Single Currency', None)"
1539,(FXY)  Invesco CurrencyShares Japanese Yen ETF,Stock Research for FXY,FXY,2007-02-13,"('Single Currency', None)"
3104,(QCLN)  First Trust NASDAQ Clean Edge Green Energy ETF,Stock Research for QCLN,QCLN,2007-02-14,"('Miscellaneous Sector', None)"
4844,(QCLN)  First Trust NASDAQ Clean Edge Green Energy ETF,Stock Research for QCLN,QCLN,2007-02-14,"('Miscellaneous Sector', None)"
403,(BBDC)  Barings BDC Inc.,Stock Research for BBDC,BBDC,2007-02-22,"('Financial Services', 'Credit Services')"
2903,(PDP)  Invesco DWA Momentum ETF,Stock Research for PDP,PDP,2007-03-01,"('Mid-Cap Growth', None)"
4998,(UUP)  Invesco DB US Dollar Index Bullish ETF,Stock Research for UUP,UUP,2007-03-01,"('Multicurrency', None)"
3987,(UUP)  Invesco DB US Dollar Index Bullish ETF,Stock Research for UUP,UUP,2007-03-01,"('Multicurrency', None)"
3911,(UDN)  Invesco DB US Dollar Index Bearish ETF,Stock Research for UDN,UDN,2007-03-01,"('Multicurrency', None)"
4805,(PDP)  Invesco DWA Momentum ETF,Stock Research for PDP,PDP,2007-03-01,"('Mid-Cap Growth', None)"
4980,(UDN)  Invesco DB US Dollar Index Bearish ETF,Stock Research for UDN,UDN,2007-03-01,"('Multicurrency', None)"
3921,(UFS)  Domtar Corp.,Stock Research for UFS,UFS,2007-03-07,"('Basic Materials', 'Paper & Paper Products')"
4030,(VEU)  Vanguard FTSE All-World ex-US ETF,Stock Research for VEU,VEU,2007-03-08,"('Foreign Large Blend', None)"
5013,(VEU)  Vanguard FTSE All-World ex-US ETF,Stock Research for VEU,VEU,2007-03-08,"('Foreign Large Blend', None)"
2372,(MAG)  Magnetek Inc.,Stock Research for MAG,MAG,2007-03-14,"('Basic Materials', 'Silver')"
2390,(MBB)  iShares MBS ETF,Stock Research for MBB,MBB,2007-03-16,"('Intermediate Government', None)"
4770,(MBB)  iShares MBS ETF,Stock Research for MBB,MBB,2007-03-16,"('Intermediate Government', None)"
3988,(UUUU)  Energy Fuels Inc.,Stock Research for UUUU,UUUU,2007-03-19,"('Energy', 'Uranium')"
3591,(SRNE)  Sorrento Therapeutics Inc.,Stock Research for SRNE,SRNE,2007-03-19,"('Healthcare', 'Biotechnology')"
855,(CQP)  Cheniere Energy Partners,Stock Research for CQP,CQP,2007-03-21,"('Energy', 'Oil & Gas Midstream')"
1733,(HAYN)  Haynes Intl. Inc.,Stock Research for HAYN,HAYN,2007-03-21,"('Industrials', 'Metal Fabrication')"
1618,(GLUU)  Glu Mobile Inc.,Stock Research for GLUU,GLUU,2007-03-22,"('Communication Services', 'Electronic Gaming & Multimedia')"
1718,(GXC)  SPDR S&P China ETF,Stock Research for GXC,GXC,2007-03-23,"('China Region', None)"
3537,(SPEM)  SPDR Portfolio Emerging Markets ETF,Stock Research for SPEM,SPEM,2007-03-23,"('Diversified Emerging Mkts', None)"
1625,(GMF)  SPDR S&P Emerging Asia Pacific ETF,Stock Research for GMF,GMF,2007-03-23,"('Pacific/Asia ex-Japan Stk', None)"
4627,(GXC)  SPDR S&P China ETF,Stock Research for GXC,GXC,2007-03-23,"('China Region', None)"
4930,(SPEM)  SPDR Portfolio Emerging Markets ETF,Stock Research for SPEM,SPEM,2007-03-23,"('Diversified Emerging Mkts', None)"
4612,(GMF)  SPDR S&P Emerging Asia Pacific ETF,Stock Research for GMF,GMF,2007-03-23,"('Pacific/Asia ex-Japan Stk', None)"
3480,(SMCI)  Super Micro Computer Inc.,Stock Research for SMCI,SMCI,2007-03-29,"('Technology', 'Computer Hardware')"
1686,(GSIT)  GSI Technology Inc.,Stock Research for GSIT,GSIT,2007-03-29,"('Technology', 'Semiconductors')"
846,(CPLP)  Capital Product Partners LP,Stock Research for CPLP,CPLP,2007-03-30,"('Industrials', 'Marine Shipping')"
4809,(PFF)  iShares S&P U.S. Preferred Stock Index ETF,Stock Research for PFF,PFF,2007-03-30,"('Preferred Stock', None)"
2928,(PFF)  iShares S&P U.S. Preferred Stock Index ETF,Stock Research for PFF,PFF,2007-03-30,"('Preferred Stock', None)"
539,(BR)  Broadridge Financial Solutions Inc.,Stock Research for BR,BR,2007-04-02,"('Technology', 'Information Technology Services')"
3915,(UEC)  Uranium Energy Corp.,Stock Research for UEC,UEC,2007-04-05,"('Energy', 'Uranium')"
4415,(BSV)  Vanguard Short-Term Bond ETF,Stock Research for BSV,BSV,2007-04-10,"('Short-Term Bond', None)"
472,(BIV)  Vanguard Interm-Term Bond ETF,Stock Research for BIV,BIV,2007-04-10,"('Intermediate-Term Bond', None)"
502,(BLV)  Vanguard Long-Term Bond ETF,Stock Research for BLV,BLV,2007-04-10,"('Long-Term Bond', None)"
4401,(BIV)  Vanguard Interm-Term Bond ETF,Stock Research for BIV,BIV,2007-04-10,"('Intermediate-Term Bond', None)"
3180,(REI)  Ring Energy Inc.,Stock Research for REI,REI,2007-04-10,"('Energy', 'Oil & Gas E&P')"
514,(BND)  Vanguard Total Bond Market ETF,Stock Research for BND,BND,2007-04-10,"('Intermediate-Term Bond', None)"
4407,(BLV)  Vanguard Long-Term Bond ETF,Stock Research for BLV,BLV,2007-04-10,"('Long-Term Bond', None)"
563,(BSV)  Vanguard Short-Term Bond ETF,Stock Research for BSV,BSV,2007-04-10,"('Short-Term Bond', None)"
4408,(BND)  Vanguard Total Bond Market ETF,Stock Research for BND,BND,2007-04-10,"('Intermediate-Term Bond', None)"
4641,(HYG)  iShares iBoxx $ High Yield Corp. Bond Fund ETF,Stock Research for HYG,HYG,2007-04-11,"('High Yield Bond', None)"
1864,(HYG)  iShares iBoxx $ High Yield Corp. Bond Fund ETF,Stock Research for HYG,HYG,2007-04-11,"('High Yield Bond', None)"
2687,(NOG)  Northern Oil and Gas Inc.,Stock Research for NOG,NOG,2007-04-13,"('Energy', 'Oil & Gas E&P')"
3944,(UNG)  United States Natural Gas Fund LP,Stock Research for UNG,UNG,2007-04-18,"('N/A', None)"
3784,(TMUS)  T-Mobile US Inc.,Stock Research for TMUS,TMUS,2007-04-19,"('Communication Services', 'Telecom Services')"
3002,(PNNT)  PennantPark Investment Corp.,Stock Research for PNNT,PNNT,2007-04-19,"('Financial Services', 'Asset Management')"
3736,(TFSL)  TFS Financial Corp.,Stock Research for TFSL,TFSL,2007-04-23,"('Financial Services', 'Banks—Regional')"
793,(CNK)  Cinemark Holdings Inc.,Stock Research for CNK,CNK,2007-04-24,"('Communication Services', 'Entertainment')"
4626,(GWX)  SPDR S&P International Small Cap ETF,Stock Research for GWX,GWX,2007-04-26,"('Foreign Small/Mid Blend', None)"
1717,(GWX)  SPDR S&P International Small Cap ETF,Stock Research for GWX,GWX,2007-04-26,"('Foreign Small/Mid Blend', None)"
3536,(SPDW)  SPDR S&P World ex-US ETF,Stock Research for SPDW,SPDW,2007-04-26,"('Foreign Large Blend', None)"
4929,(SPDW)  SPDR S&P World ex-US ETF,Stock Research for SPDW,SPDW,2007-04-26,"('Foreign Large Blend', None)"
3275,(RSX)  VanEck Vectors Russia ETF,Stock Research for RSX,RSX,2007-04-30,"('Miscellaneous Region', None)"
4869,(RSX)  VanEck Vectors Russia ETF,Stock Research for RSX,RSX,2007-04-30,"('Miscellaneous Region', None)"
2826,(ORMP)  Oramed Pharmaceuticals Inc.,Stock Research for ORMP,ORMP,2007-05-01,"('Healthcare', 'Biotechnology')"
3173,(REED)  Reeds Inc.,Stock Research for REED,REED,2007-05-01,"('Consumer Defensive', 'Beverages—Non-Alcoholic')"
979,(DAL)  Delta Air Lines Inc.,Stock Research for DAL,DAL,2007-05-03,"('Industrials', 'Airlines')"
1886,(IBKR)  Interactive Brokers Group Inc.,Stock Research for IBKR,IBKR,2007-05-04,"('Financial Services', 'Capital Markets')"
4858,(REM)  iShares Mortgage Real Estate Capped ETF,Stock Research for REM,REM,2007-05-04,"('Real Estate', None)"
3184,(REM)  iShares Mortgage Real Estate Capped ETF,Stock Research for REM,REM,2007-05-04,"('Real Estate', None)"
4862,(REZ)  iShares US Resident Helthcr SelfStor Real Est ETF,Stock Research for REZ,REZ,2007-05-04,"('Real Estate', None)"
3198,(REZ)  iShares US Resident Helthcr SelfStor Real Est ETF,Stock Research for REZ,REZ,2007-05-04,"('Real Estate', None)"
4920,(SMOG)  VanEck Vectors Low Carbon Energy ETF,Stock Research for SMOG,SMOG,2007-05-09,"('Miscellaneous Sector', None)"
3886,(TXMD)  TherapeuticsMD Inc.,Stock Research for TXMD,TXMD,2007-05-09,"('Healthcare', 'Drug Manufacturers—Specialty & Generic')"
3490,(SMOG)  VanEck Vectors Low Carbon Energy ETF,Stock Research for SMOG,SMOG,2007-05-09,"('Miscellaneous Sector', None)"
810,(CO)  China Cord Blood Corp.,Stock Research for CO,CO,2007-05-09,"('Healthcare', 'Diagnostics & Research')"
4595,(FXO)  First Trust Financials AlphaDEX ETF,Stock Research for FXO,FXO,2007-05-10,"('Financial', None)"
4598,(FXU)  First Trust Utilities AlphaDEX ETF,Stock Research for FXU,FXU,2007-05-10,"('Utilities', None)"
4591,(FXH)  First Trust Health Care AlphaDEX ETF,Stock Research for FXH,FXH,2007-05-10,"('Health', None)"
4590,(FXG)  First Trust Consumer Staples AlphaDEX ETF,Stock Research for FXG,FXG,2007-05-10,"('Consumer Defensive', None)"
4597,(FXR)  First Trust Indust/Producer Dur AlphaDEX ETF,Stock Research for FXR,FXR,2007-05-10,"('Industrials', None)"
4555,(FEX)  First Trust Large Cap Core AlphaDEX ETF,Stock Research for FEX,FEX,2007-05-10,"('Large Blend', None)"
1534,(FXN)  First Trust Energy AlphaDEX ETF,Stock Research for FXN,FXN,2007-05-10,"('Equity Energy', None)"
4594,(FXN)  First Trust Energy AlphaDEX ETF,Stock Research for FXN,FXN,2007-05-10,"('Equity Energy', None)"
4587,(FXD)  First Trust Consumer Disc. AlphaDEX ETF,Stock Research for FXD,FXD,2007-05-10,"('Consumer Cyclical', None)"
